prev2_op,prev1_op,curr_op,next1_op,next2_op,op1,op2,is_alu,is_branch,is_mem,mem_read,mem_write,has_imm,reg_dependency,t_states,diagnostic_label
INC,SHL,MUL,ADD,POP,DX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
SHL,MUL,ADD,POP,INC,AX,BX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,ADD,POP,INC,MOV,SP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
ADD,POP,INC,MOV,MUL,[SI],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
POP,INC,MOV,MUL,TEST,CX,0001H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
INC,MOV,MUL,TEST,CMP,AX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
MOV,MUL,TEST,CMP,CMP,[DI],CX,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
MUL,TEST,CMP,CMP,DIV,[SI],DI,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
TEST,CMP,CMP,DIV,SHR,SP,[DI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
CMP,CMP,DIV,SHR,XOR,[BP],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
CMP,DIV,SHR,XOR,NOP,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DIV,SHR,XOR,NOP,MOV,DX,0001H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
SHR,XOR,NOP,MOV,NOP,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,NOP,MOV,NOP,SHR,BX,1234H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
NOP,MOV,NOP,SHR,MUL,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,NOP,SHR,MUL,XOR,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
NOP,SHR,MUL,XOR,SHR,DX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
SHR,MUL,XOR,SHR,TEST,CX,[SI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
MUL,XOR,SHR,TEST,CALL,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,SHR,TEST,CALL,POP,DI,[BX],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
SHR,TEST,CALL,POP,XOR,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,CALL,POP,XOR,SHR,[BX],,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
CALL,POP,XOR,SHR,JMP,DX,DX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
POP,XOR,SHR,JMP,JMP,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,SHR,JMP,JMP,AND,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SHR,JMP,JMP,AND,XOR,SHORT_LABEL,,0,1,0,0,0,0,1,4.0,DATA_DEPENDENCY
JMP,JMP,AND,XOR,NOP,BP,[BX],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
JMP,AND,XOR,NOP,AND,BP,00FFH,1,0,0,0,0,1,1,4.0,DATA_DEPENDENCY
AND,XOR,NOP,AND,RET,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,NOP,AND,RET,NOP,SI,[BP],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
NOP,AND,RET,NOP,DEC,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
AND,RET,NOP,DEC,CALL,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
RET,NOP,DEC,CALL,SHL,DX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
NOP,DEC,CALL,SHL,JZ,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,CALL,SHL,JZ,NOP,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CALL,SHL,JZ,NOP,LEA,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SHL,JZ,NOP,LEA,PUSH,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JZ,NOP,LEA,PUSH,CALL,SP,00FFH,0,0,1,0,0,1,0,6.0,ALU_OPTIMAL
NOP,LEA,PUSH,CALL,CALL,[SI],,0,0,1,1,0,0,0,6.0,MEMORY_BOUND
LEA,PUSH,CALL,CALL,SHL,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
PUSH,CALL,CALL,SHL,PUSH,SHORT_LABEL,,0,1,0,0,0,0,1,4.0,DATA_DEPENDENCY
CALL,CALL,SHL,PUSH,SHL,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CALL,SHL,PUSH,SHL,JZ,[BX],,0,0,1,1,0,0,0,6.0,MEMORY_BOUND
SHL,PUSH,SHL,JZ,MOV,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
PUSH,SHL,JZ,MOV,JNE,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SHL,JZ,MOV,JNE,DEC,BX,[BP],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
JZ,MOV,JNE,DEC,TEST,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,JNE,DEC,TEST,JNE,SI,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,DEC,TEST,JNE,TEST,CX,AX,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,TEST,JNE,TEST,XOR,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,JNE,TEST,XOR,DIV,DX,[BX],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
JNE,TEST,XOR,DIV,MUL,[SI],DX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
TEST,XOR,DIV,MUL,SHR,DX,,1,0,0,0,0,0,1,122.0,DATA_DEPENDENCY
XOR,DIV,MUL,SHR,ADD,SI,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
DIV,MUL,SHR,ADD,LEA,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,SHR,ADD,LEA,TEST,[BP],DI,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
SHR,ADD,LEA,TEST,RET,AX,AX,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
ADD,LEA,TEST,RET,JNE,[SI],SP,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
LEA,TEST,RET,JNE,RET,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,RET,JNE,RET,LEA,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
RET,JNE,RET,LEA,OR,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,RET,LEA,OR,SHL,SP,DI,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
RET,LEA,OR,SHL,CMP,AX,CX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,OR,SHL,CMP,CMP,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,SHL,CMP,CMP,CMP,BX,00FFH,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
SHL,CMP,CMP,CMP,AND,DI,0002H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
CMP,CMP,CMP,AND,RET,DI,[BP],0,0,1,1,0,0,1,8.0,MEMORY_BOUND
CMP,CMP,AND,RET,LEA,SP,[BX],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
CMP,AND,RET,LEA,JNE,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
AND,RET,LEA,JNE,JNE,[DI],DX,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
RET,LEA,JNE,JNE,TEST,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,JNE,JNE,TEST,SUB,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,JNE,TEST,SUB,CMP,DI,BX,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,TEST,SUB,CMP,DIV,DX,CX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,SUB,CMP,DIV,INC,SI,0001H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
SUB,CMP,DIV,INC,TEST,BX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
CMP,DIV,INC,TEST,JMP,SI,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DIV,INC,TEST,JMP,POP,SI,[BP],0,0,1,1,0,0,1,8.0,MEMORY_BOUND
INC,TEST,JMP,POP,LEA,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,JMP,POP,LEA,PUSH,AX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
JMP,POP,LEA,PUSH,SHR,CX,00FFH,0,0,1,0,0,1,0,6.0,ALU_OPTIMAL
POP,LEA,PUSH,SHR,INT,[BX],,0,0,1,1,0,0,0,6.0,MEMORY_BOUND
LEA,PUSH,SHR,INT,SUB,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
PUSH,SHR,INT,SUB,SUB,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHR,INT,SUB,SUB,JNE,BP,DX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
INT,SUB,SUB,JNE,CALL,[DI],CX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
SUB,SUB,JNE,CALL,JMP,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SUB,JNE,CALL,JMP,SUB,FAR_LABEL,,0,1,0,0,0,0,1,4.0,DATA_DEPENDENCY
JNE,CALL,JMP,SUB,JMP,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
CALL,JMP,SUB,JMP,TEST,DX,0001H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
JMP,SUB,JMP,TEST,PUSH,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SUB,JMP,TEST,PUSH,MUL,[DI],SP,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
JMP,TEST,PUSH,MUL,CALL,BP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
TEST,PUSH,MUL,CALL,SHL,DI,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
PUSH,MUL,CALL,SHL,CALL,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,CALL,SHL,CALL,LEA,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CALL,SHL,CALL,LEA,JMP,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SHL,CALL,LEA,JMP,PUSH,CX,[BP],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
CALL,LEA,JMP,PUSH,JNE,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
LEA,JMP,PUSH,JNE,MUL,CX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
JMP,PUSH,JNE,MUL,POP,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
PUSH,JNE,MUL,POP,OR,[SI],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
JNE,MUL,POP,OR,CALL,BX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
MUL,POP,OR,CALL,OR,BP,1234H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
POP,OR,CALL,OR,POP,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,CALL,OR,POP,SHL,AX,1234H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
CALL,OR,POP,SHL,RET,[BX],,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
OR,POP,SHL,RET,DIV,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
POP,SHL,RET,DIV,MOV,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SHL,RET,DIV,MOV,TEST,SP,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
RET,DIV,MOV,TEST,AND,[BP],BX,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
DIV,MOV,TEST,AND,MOV,BP,BP,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,TEST,AND,MOV,MOV,CX,0001H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
TEST,AND,MOV,MOV,INT,DI,[BP],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
AND,MOV,MOV,INT,CMP,[DI],DI,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
MOV,MOV,INT,CMP,SUB,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,INT,CMP,SUB,LEA,BP,0001H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
INT,CMP,SUB,LEA,DIV,SI,[BP],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
CMP,SUB,LEA,DIV,DIV,DX,[SI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
SUB,LEA,DIV,DIV,MUL,CX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
LEA,DIV,DIV,MUL,MUL,BX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
DIV,DIV,MUL,MUL,CALL,DI,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
DIV,MUL,MUL,CALL,JMP,DI,,1,0,0,0,0,0,1,122.0,DATA_DEPENDENCY
MUL,MUL,CALL,JMP,XOR,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,CALL,JMP,XOR,OR,SHORT_LABEL,,0,1,0,0,0,0,1,4.0,DATA_DEPENDENCY
CALL,JMP,XOR,OR,JZ,[BP],SI,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
JMP,XOR,OR,JZ,SHR,BX,SI,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,OR,JZ,SHR,DIV,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,JZ,SHR,DIV,SHR,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JZ,SHR,DIV,SHR,RET,[BX],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
SHR,DIV,SHR,RET,DEC,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DIV,SHR,RET,DEC,DEC,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
SHR,RET,DEC,DEC,XOR,SP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
RET,DEC,DEC,XOR,DIV,[BX],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
DEC,DEC,XOR,DIV,INT,BP,[BP],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
DEC,XOR,DIV,INT,AND,SP,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
XOR,DIV,INT,AND,OR,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DIV,INT,AND,OR,CMP,[DI],BP,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
INT,AND,OR,CMP,CMP,SP,BP,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
AND,OR,CMP,CMP,LEA,[DI],DI,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
OR,CMP,CMP,LEA,AND,[BP],SI,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
CMP,CMP,LEA,AND,MUL,DI,1234H,0,0,1,0,0,1,0,6.0,ALU_OPTIMAL
CMP,LEA,AND,MUL,OR,[BX],AX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
LEA,AND,MUL,OR,JNE,[DI],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
AND,MUL,OR,JNE,DEC,CX,[SI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
MUL,OR,JNE,DEC,MOV,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,JNE,DEC,MOV,ADD,[BX],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
JNE,DEC,MOV,ADD,CMP,BP,BX,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,MOV,ADD,CMP,INC,DI,BP,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,ADD,CMP,INC,INC,[BP],DI,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
ADD,CMP,INC,INC,XOR,BP,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CMP,INC,INC,XOR,MUL,[BX],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
INC,INC,XOR,MUL,JNE,DX,BX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
INC,XOR,MUL,JNE,TEST,[SI],,1,0,1,1,0,0,0,124.0,MEMORY_BOUND
XOR,MUL,JNE,TEST,OR,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MUL,JNE,TEST,OR,LEA,BX,SP,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,TEST,OR,LEA,CMP,DI,00FFH,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
TEST,OR,LEA,CMP,RET,BP,1234H,0,0,1,0,0,1,0,6.0,ALU_OPTIMAL
OR,LEA,CMP,RET,POP,SI,00FFH,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
LEA,CMP,RET,POP,NOP,,,0,1,0,0,0,0,0,18.0,ALU_OPTIMAL
CMP,RET,POP,NOP,CALL,BP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
RET,POP,NOP,CALL,POP,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
POP,NOP,CALL,POP,POP,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
NOP,CALL,POP,POP,LEA,[BX],,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
CALL,POP,POP,LEA,PUSH,BP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
POP,POP,LEA,PUSH,TEST,DI,00FFH,0,0,1,0,0,1,0,6.0,ALU_OPTIMAL
POP,LEA,PUSH,TEST,NOP,CX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
LEA,PUSH,TEST,NOP,OR,SI,1234H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
PUSH,TEST,NOP,OR,DEC,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,NOP,OR,DEC,NOP,[BX],BP,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
NOP,OR,DEC,NOP,SHL,SI,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,DEC,NOP,SHL,MOV,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,NOP,SHL,MOV,JZ,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
NOP,SHL,MOV,JZ,SUB,SI,[DI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
SHL,MOV,JZ,SUB,DIV,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,JZ,SUB,DIV,PUSH,DI,AX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JZ,SUB,DIV,PUSH,OR,BX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
SUB,DIV,PUSH,OR,PUSH,DX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
DIV,PUSH,OR,PUSH,XOR,[BP],CX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
PUSH,OR,PUSH,XOR,SUB,[DI],,0,0,1,1,0,0,0,6.0,MEMORY_BOUND
OR,PUSH,XOR,SUB,NOP,CX,00FFH,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
PUSH,XOR,SUB,NOP,XOR,[DI],SI,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
XOR,SUB,NOP,XOR,INT,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SUB,NOP,XOR,INT,POP,[BP],DX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
NOP,XOR,INT,POP,MOV,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,INT,POP,MOV,NOP,[DI],,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
INT,POP,MOV,NOP,OR,[BP],SP,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
POP,MOV,NOP,OR,SHR,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,NOP,OR,SHR,NOP,[BX],DI,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
NOP,OR,SHR,NOP,TEST,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,SHR,NOP,TEST,INC,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SHR,NOP,TEST,INC,CMP,AX,1234H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
NOP,TEST,INC,CMP,JMP,BX,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,INC,CMP,JMP,SHR,AX,DI,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
INC,CMP,JMP,SHR,DEC,SHORT_LABEL,,0,1,0,0,0,0,0,18.0,CONTROL_FLOW_HAZARD
CMP,JMP,SHR,DEC,SHL,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JMP,SHR,DEC,SHL,INC,[DI],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
SHR,DEC,SHL,INC,SUB,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DEC,SHL,INC,SUB,SHL,[BX],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
SHL,INC,SUB,SHL,POP,[BX],SP,1,0,1,0,1,0,1,10.0,MEMORY_BOUND
INC,SUB,SHL,POP,CALL,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
SUB,SHL,POP,CALL,XOR,SP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
SHL,POP,CALL,XOR,JNE,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
POP,CALL,XOR,JNE,CMP,BX,[SI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
CALL,XOR,JNE,CMP,RET,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,JNE,CMP,RET,OR,AX,[DI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
JNE,CMP,RET,OR,DEC,,,0,1,0,0,0,0,0,18.0,ALU_OPTIMAL
CMP,RET,OR,DEC,INC,[SI],AX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
RET,OR,DEC,INC,JZ,AX,,1,0,0,0,0,0,1,4.0,DATA_DEPENDENCY
OR,DEC,INC,JZ,POP,[BP],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
DEC,INC,JZ,POP,OR,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
INC,JZ,POP,OR,RET,SP,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
JZ,POP,OR,RET,DEC,DX,SI,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
POP,OR,RET,DEC,DIV,,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
OR,RET,DEC,DIV,INT,SI,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
RET,DEC,DIV,INT,TEST,BX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
DEC,DIV,INT,TEST,PUSH,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
DIV,INT,TEST,PUSH,INC,SI,0002H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
INT,TEST,PUSH,INC,SHL,[DI],,0,0,1,1,0,0,0,6.0,MEMORY_BOUND
TEST,PUSH,INC,SHL,OR,[BP],,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
PUSH,INC,SHL,OR,TEST,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
INC,SHL,OR,TEST,NOP,[BX],DI,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
SHL,OR,TEST,NOP,MOV,SI,[DI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
OR,TEST,NOP,MOV,INT,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
TEST,NOP,MOV,INT,NOP,AX,SI,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
NOP,MOV,INT,NOP,AND,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
MOV,INT,NOP,AND,LEA,,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
INT,NOP,AND,LEA,AND,DI,[SI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
NOP,AND,LEA,AND,AND,[DI],BP,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
AND,LEA,AND,AND,JZ,DI,1234H,1,0,0,0,0,1,0,2.0,ALU_OPTIMAL
LEA,AND,AND,JZ,JZ,[DI],DX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
AND,AND,JZ,JZ,TEST,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
AND,JZ,JZ,TEST,CMP,SHORT_LABEL,,0,1,0,0,0,0,1,4.0,DATA_DEPENDENCY
JZ,JZ,TEST,CMP,SHR,DI,[SI],0,0,1,1,0,0,0,6.0,MEMORY_BOUND
JZ,TEST,CMP,SHR,MOV,BX,00FFH,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
TEST,CMP,SHR,MOV,DIV,,,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CMP,SHR,MOV,DIV,MOV,DX,0002H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
SHR,MOV,DIV,MOV,TEST,AX,,1,0,0,0,0,0,0,120.0,ALU_HEAVY
MOV,DIV,MOV,TEST,ADD,AX,BX,0,0,0,0,0,0,1,4.0,DATA_DEPENDENCY
DIV,MOV,TEST,ADD,SUB,CX,0001H,0,0,0,0,0,1,0,2.0,ALU_OPTIMAL
MOV,TEST,ADD,SUB,DEC,SI,[BX],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
TEST,ADD,SUB,DEC,AND,SP,[BP],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
ADD,SUB,DEC,AND,XOR,[BP],,1,0,1,0,1,0,1,10.0,MEMORY_BOUND
SUB,DEC,AND,XOR,AND,[BP],SI,1,0,1,0,1,0,1,10.0,MEMORY_BOUND
DEC,AND,XOR,AND,XOR,DX,[SI],1,0,1,1,0,0,0,6.0,MEMORY_BOUND
AND,XOR,AND,XOR,JMP,[SI],CX,1,0,1,0,1,0,1,10.0,MEMORY_BOUND
XOR,AND,XOR,JMP,JNE,[BP],DX,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
AND,XOR,JMP,JNE,AND,SHORT_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
XOR,JMP,JNE,AND,CMP,FAR_LABEL,,0,1,0,0,0,0,0,2.0,ALU_OPTIMAL
JMP,JNE,AND,CMP,ADD,CX,SI,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
JNE,AND,CMP,ADD,AND,[BX],BX,0,0,1,0,1,0,0,8.0,MEMORY_BOUND
AND,CMP,ADD,AND,POP,SP,CX,1,0,0,0,0,0,0,2.0,ALU_OPTIMAL
CMP,ADD,AND,POP,INT,[BP],SI,1,0,1,0,1,0,0,8.0,MEMORY_BOUND
ADD,AND,POP,INT,INC,DX,,0,0,1,0,0,0,0,6.0,ALU_OPTIMAL
AND,POP,INT,INC,PUSH,21H,,0,0,0,0,0,0,0,2.0,ALU_OPTIMAL
